Sursa,Itemul,Problema,Pasii de rezolvare,Raspunsul,Dificultate,Tema,Tema_norm,Domeniu,Dificultate_group,Sursa_type,Sursa_year,Problema_clean,Pasi_clean,Raspuns_clean,problem_chars,problem_words,steps_chars,answer_chars,n_digits,n_math_symbols,has_percent,has_geometry_word,has_equation_word,has_radical,has_function_word,has_real_life_context,problem_hash
Exersare Test 1 - 2022,11.0,"Fie expresia E(X) = (1/(X-4)) : ((X+4)/(4X-16)) + (X²-4X)/(X²-16). Aratati ca E(X) = 1, pentru orice X ∈ R \ {-4; 4}",Simplificam: 4X-16 = 4(X-4); X²-16 = (X-4)(X+4); X²-4X = X(X-4). Prima fractie: 4/(X+4). A doua: X/(X+4). E(X) = (4+X)/(X+4) = 1,E(X) = 1,3,Expresii algebrice,Calcul algebric,Calcul algebric,3 - consolidare,exersare,2022.0,"fie expresia e(x) = (1/(x-4)) : ((x+4)/(4x-16)) + (x²-4x)/(x²-16). aratati ca e(x) = 1, pentru orice x ∈ r \ {-4; 4}",simplificam: 4x-16 = 4(x-4); x²-16 = (x-4)(x+4); x²-4x = x(x-4). prima fractie: 4/(x+4). a doua: x/(x+4). e(x) = (4+x)/(x+4) = 1,e(x) = 1,116,22,128,8,12,32,0,0,0,0,0,0,"fie expresia e(x) = (1/(x-4)) : ((x+4)/(4x-16)) + (x²-4x)/(x²-16). aratati ca e(x) = 1, pentru orice x ∈ r \ {-4; 4}"
Exersare Test 1 - 2022,12.0,"Fie functia f: R → R, f(x) = mx² + x - m² + 2. Determinati valorile reale ale lui m, pentru care graficul functiei f este o parabola, care trece prin punctul A(-1; 1)","Parabola => m ≠ 0. f(-1) = 1 => m - 1 - m² + 2 = 1 => -m² + m = 0 => m(1-m) = 0. Cum m ≠ 0, rezulta m = 1",m = 1,3,Functia de gradul II,Funcția de gradul II,Funcții,3 - consolidare,exersare,2022.0,"fie functia f: r → r, f(x) = mx² + x - m² + 2. determinati valorile reale ale lui m, pentru care graficul functiei f este o parabola, care trece prin punctul a(-1; 1)","parabola => m = 0. f(-1) = 1 => m - 1 - m² + 2 = 1 => -m² + m = 0 => m(1-m) = 0. cum m = 0, rezulta m = 1",m = 1,166,35,105,5,3,9,0,0,0,0,1,0,"fie functia f: r → r, f(x) = mx² + x - m² + 2. determinati valorile reale ale lui m, pentru care graficul functiei f este o parabola, care trece prin punctul a(-1; 1)"
Exersare Test 1 - 2023,1.0,"Fie a = -21 + 13 si b = (-1/2)^3. Completati casetele cu numere reale, astfel incat propozitia obtinuta sa fie adevarata: a = ?, b = ?, a·b = ?",Se calculeaza a=-8; b=((-1)^3)/(2^3)=-1/8; a·b=(-8)·(-1/8)=1,-8; -1/8; 1,1,Operatii cu numere reale,Mulțimi numerice,Mulțimi numerice,1 - bază,exersare,2023.0,"fie a = -21 + 13 si b = (-1/2)^3. completati casetele cu numere reale, astfel incat propozitia obtinuta sa fie adevarata: a = ?, b = ?, a·b = ?",se calculeaza a=-8; b=((-1)^3)/(2^3)=-1/8; a·b=(-8)·(-1/8)=1,-8; -1/8; 1,143,31,60,11,7,12,0,0,0,0,0,0,"fie a = -21 + 13 si b = (-1/2)^3. completati casetele cu numere reale, astfel incat propozitia obtinuta sa fie adevarata: a = ?, b = ?, a·b = ?"
Exersare Test 1 - 2023,2.0,Fie un paralelogram. Unul dintre unghiuri este egal cu (3x+20)° iar celalat unghi este egal cu x°. Determina valoarea lui x,"Se stie ca unghiurile alaturate (consecutive) sunt suplimentare, adica suma lor este 180°. Se calculeaza ecuatia x+3x+20=180 => 4x=160 => x=40°",40°,1,Paralelogram,Geometrie - Paralelograme,Geometrie,1 - bază,exersare,2023.0,fie un paralelogram. unul dintre unghiuri este egal cu (3x+20)° iar celalat unghi este egal cu x°. determina valoarea lui x,"se stie ca unghiurile alaturate (consecutive) sunt suplimentare, adica suma lor este 180°. se calculeaza ecuatia x+3x+20=180 => 4x=160 => x=40°",40°,123,21,143,3,3,3,0,1,0,0,0,0,fie un paralelogram. unul dintre unghiuri este egal cu (3x+20)° iar celalat unghi este egal cu x°. determina valoarea lui x
Exersare Test 1 - 2023,4.0,"La o promotie, pentru fiecare a doua carte cu acelasi titlu se aplica o reducere de 25%. Mihai a cumparat 2 carti cu acelasi titlu si a achitat 350 de lei. Determinati pretul cartii fara reducere.","350 lei ---- 175%
x lei ---- 100%
x = (350·100)/175
x = 200 (lei)",200 lei,3,Procente,Procente,Rapoarte și proporții,3 - consolidare,exersare,2023.0,"la o promotie, pentru fiecare a doua carte cu acelasi titlu se aplica o reducere de 25%. mihai a cumparat 2 carti cu acelasi titlu si a achitat 350 de lei. determinati pretul cartii fara reducere.",350 lei ---- 175% x lei ---- 100% x = (350·100)/175 x = 200 (lei),200 lei,196,36,65,7,6,0,1,0,0,0,0,1,"la o promotie, pentru fiecare a doua carte cu acelasi titlu se aplica o reducere de 25%. mihai a cumparat 2 carti cu acelasi titlu si a achitat 350 de lei. determinati pretul cartii fara reducere."
Exersare Test 1 - 2023,5.0,Calculati valoarea expresiei ((25^(-3))·(5^9))/(124+5^0),"25^(-3) = 5^(-6)
5^0 = 1
125 = 5^3
5^(-6)·5^9/5^3= 5^(-6+9-3)=5^0=1",1.0,2,Puteri cu exponent intreg,Puteri,Mulțimi numerice,2 - mediu,exersare,2023.0,calculati valoarea expresiei ((25^(-3))·(5^9))/(124+5^0),25^(-3) = 5^(-6) 5^0 = 1 125 = 5^3 5^(-6)·5^9/5^3= 5^(-6+9-3)=5^0=1,1.0,56,4,67,3,10,16,0,0,0,0,0,0,calculati valoarea expresiei ((25^(-3))·(5^9))/(124+5^0)
Exersare Test 1 - 2023,6.0,"Determinati solutiile reale ale ecuatiei 3x^2 + 4x - 4 = 0, care apartin intervalului [-sqrt(2); sqrt(2)].","Δ = 64, x1 = -2, x2 = 2/3 ; -2<(-sqrt(2)) => x1 nu apartine intervalului, doar x2 apartine",2026-03-02 00:00:00,1,Ecuatii de gradul II,Ecuații de gradul II,"Ecuații, inecuații și sisteme",1 - bază,exersare,2023.0,"determinati solutiile reale ale ecuatiei 3x^2 + 4x - 4 = 0, care apartin intervalului [-sqrt(2); sqrt(2)].","δ = 64, x1 = -2, x2 = 2/3 ; -2<(-sqrt(2)) => x1 nu apartine intervalului, doar x2 apartine",2026-03-02 00:00:00,106,17,90,19,7,11,0,0,1,1,0,0,"determinati solutiile reale ale ecuatiei 3x^2 + 4x - 4 = 0, care apartin intervalului [-sqrt(2); sqrt(2)]."
Exersare Test 1 - 2023,7.0,Intr-un cerc cu raza de 6 cm este dusa coarda AB congruenta cu raza. Determinati distanta de la centrul cercului la coarda AB.,"Construirea triunghiului OAB si a inaltimii OH, unde O este centrul cercului
AH = 3 cm
Obtinerea OH = 3√3 cm",3√3 cm,3,Geometrie - Cercul,Geometrie - Cercul,Geometrie,3 - consolidare,exersare,2023.0,intr-un cerc cu raza de 6 cm este dusa coarda ab congruenta cu raza. determinati distanta de la centrul cercului la coarda ab.,"construirea triunghiului oab si a inaltimii oh, unde o este centrul cercului ah = 3 cm obtinerea oh = 3√3 cm",3√3 cm,126,23,108,6,1,1,0,1,0,0,0,0,intr-un cerc cu raza de 6 cm este dusa coarda ab congruenta cu raza. determinati distanta de la centrul cercului la coarda ab.
Exersare Test 1 - 2023,8.0,"Distanta dintre doua localitati este de 200 km. Din aceste localitati in acelasi timp s-au pornit unul in intampinarea celuilalt un autoturism si un tractor, autoturismul avand viteza de 3 ori mai mare decat viteza tractorului. Determinati viteza autoturismului si viteza tractorului, daca se cunoaste ca ele s-au intalnit peste 2 ore.","Se alcatuieste sistemul de ecuatii: va = 3vt si va·t + vt·t=200, unde t=2h, va=viteza autoturismului si vt= viteza tractorului. Prin urmare, avem: va=3·vt si 2·(va + vt)=200=>2·4vt=200=>vt=25km/h=>va=3·25km/h=75km/h","Viteza autoturismului este de 75 km/h, iar viteza tractorului - 25 km/h",5,Sisteme de ecuatii,Sisteme de ecuații,"Ecuații, inecuații și sisteme",4 - avansat,exersare,2023.0,"distanta dintre doua localitati este de 200 km. din aceste localitati in acelasi timp s-au pornit unul in intampinarea celuilalt un autoturism si un tractor, autoturismul avand viteza de 3 ori mai mare decat viteza tractorului. determinati viteza autoturismului si viteza tractorului, daca se cunoaste ca ele s-au intalnit peste 2 ore.","se alcatuieste sistemul de ecuatii: va = 3vt si va·t + vt·t=200, unde t=2h, va=viteza autoturismului si vt= viteza tractorului. prin urmare, avem: va=3·vt si 2·(va + vt)=200=>2·4vt=200=>vt=25km/h=>va=3·25km/h=75km/h","viteza autoturismului este de 75 km/h, iar viteza tractorului - 25 km/h",335,52,215,71,5,2,0,0,0,0,0,1,"distanta dintre doua localitati este de 200 km. din aceste localitati in acelasi timp s-au pornit unul in intampinarea celuilalt un autoturism si un tractor, autoturismul avand viteza de 3 ori mai mare decat viteza tractorului. determinati viteza autoturismului si viteza tractorului, daca se cunoaste ca ele s-au intalnit peste 2 ore."
Exersare Test 1 - 2023,9.0,"Fie functia f:R->R, f(x) = -2x + 10. Determinati valorile lui x, care sunt patrate perfecte si pentru care f(x) + f(2) >= x + 2.","f(2) = 6
Obtinerea inecuatiei -2x + 10 + 6 >= x + 2
Rezolvarea inecuatiei -2x + 10 + 6 >= x + 2
Scrierea raspunsului corect","{0, 1, 4}",3,Inecuatii,Inecuații,"Ecuații, inecuații și sisteme",3 - consolidare,exersare,2023.0,"fie functia f:r->r, f(x) = -2x + 10. determinati valorile lui x, care sunt patrate perfecte si pentru care f(x) + f(2) >= x + 2.",f(2) = 6 obtinerea inecuatiei -2x + 10 + 6 >= x + 2 rezolvarea inecuatiei -2x + 10 + 6 >= x + 2 scrierea raspunsului corect,"{0, 1, 4}",128,26,123,9,5,15,0,0,0,0,1,0,"fie functia f:r->r, f(x) = -2x + 10. determinati valorile lui x, care sunt patrate perfecte si pentru care f(x) + f(2) >= x + 2."
Exersare Test 1 - 2023,10.0,"Apa dintr-un vas plin de forma unei prisme patrulatere regulate cu latura bazei de 24 cm si inaltimea de 25 cm se toarna intr-un vas de forma unui cub cu muchia de 30 cm. Determinati inaltimea, la care se va ridica apa turnata.","Se stie ca volumui prismei patrulatere regulate este Vp = l^2 · h. Din conditie, stim ca l = 24cm si h = 25cm => Vp = (24cm)^2 · 25cm = 14400cm^3. Volumul cubului este Vc = lc^3, unde lc = 30cm => Vc=27000cm^3. Apa turnata ia forma unui paralelipiped dreptunghic cu baza patrata, care fa avea formula pentru volum Vp = lc^2·hn, unde lc = 30 cm, Vp=14400cm^3 si hn este inaltimea pe care trebuie sa o aflam. => Vp = (30cm)^2·hn => hn=Vp/(900cm^2)=14400cm^3/900cm^2=16cm",16 cm,5,Geometrie - Volume,Geometrie 3D,Geometrie,4 - avansat,exersare,2023.0,"apa dintr-un vas plin de forma unei prisme patrulatere regulate cu latura bazei de 24 cm si inaltimea de 25 cm se toarna intr-un vas de forma unui cub cu muchia de 30 cm. determinati inaltimea, la care se va ridica apa turnata.","se stie ca volumui prismei patrulatere regulate este vp = l^2 · h. din conditie, stim ca l = 24cm si h = 25cm => vp = (24cm)^2 · 25cm = 14400cm^3. volumul cubului este vc = lc^3, unde lc = 30cm => vc=27000cm^3. apa turnata ia forma unui paralelipiped dreptunghic cu baza patrata, care fa avea formula pentru volum vp = lc^2·hn, unde lc = 30 cm, vp=14400cm^3 si hn este inaltimea pe care trebuie sa o aflam. => vp = (30cm)^2·hn => hn=vp/(900cm^2)=14400cm^3/900cm^2=16cm",16 cm,227,43,468,5,6,2,0,1,0,0,0,0,"apa dintr-un vas plin de forma unei prisme patrulatere regulate cu latura bazei de 24 cm si inaltimea de 25 cm se toarna intr-un vas de forma unui cub cu muchia de 30 cm. determinati inaltimea, la care se va ridica apa turnata."
Exersare Test 1 - 2023,11.0,"Fie expresia E(X) = (10X^2 - 5X - 15) / (4X^3 + 4X^2 - 9X - 9). Determinati valorile naturale ale lui X, pentru care valoarea expresiei E(X) este un numar natural.","10X^2 - 5X - 15 = 5(2X - 3)(X + 1)
4X^3 + 4X^2 - 9X - 9 = 4X^2(X + 1) - 9(X + 1) = (X + 1)(2X - 3)(2X + 3)
Obtinerea E(X) = 5/(2X + 3)
Obtinerea valorii lui X = 1",X = 1,4,Expresii algebrice,Calcul algebric,Calcul algebric,4 - avansat,exersare,2023.0,"fie expresia e(x) = (10x^2 - 5x - 15) / (4x^3 + 4x^2 - 9x - 9). determinati valorile naturale ale lui x, pentru care valoarea expresiei e(x) este un numar natural.",10x^2 - 5x - 15 = 5(2x - 3)(x + 1) 4x^3 + 4x^2 - 9x - 9 = 4x^2(x + 1) - 9(x + 1) = (x + 1)(2x - 3)(2x + 3) obtinerea e(x) = 5/(2x + 3) obtinerea valorii lui x = 1,x = 1,163,32,162,5,12,18,0,0,0,0,0,0,"fie expresia e(x) = (10x^2 - 5x - 15) / (4x^3 + 4x^2 - 9x - 9). determinati valorile naturale ale lui x, pentru care valoarea expresiei e(x) este un numar natural."
Exersare Test 1 - 2023,12.0,"Fie functia f:R->R, f(x) = 2ax - 9, a ≠ 0. Determinati valorile reale ale lui a, pentru care graficul functiei f trece prin punctul A(a; a^2) si functia f este monoton descrescatoare.","Obtinerea ecuatiei 2a^2 - 9 = a^2
Rezolvarea ecuatiei 2a^2 - 9 = a^2
a^2-9=0; a^2=9; a=+-3; a=-3, deoarece functia f devine crescatoare daca a>0",a = -3,3,Functii cu parametru,Funcții,Funcții,3 - consolidare,exersare,2023.0,"fie functia f:r->r, f(x) = 2ax - 9, a = 0. determinati valorile reale ale lui a, pentru care graficul functiei f trece prin punctul a(a; a^2) si functia f este monoton descrescatoare.","obtinerea ecuatiei 2a^2 - 9 = a^2 rezolvarea ecuatiei 2a^2 - 9 = a^2 a^2-9=0; a^2=9; a=+-3; a=-3, deoarece functia f devine crescatoare daca a>0",a = -3,183,33,144,6,4,9,0,0,0,0,1,0,"fie functia f:r->r, f(x) = 2ax - 9, a = 0. determinati valorile reale ale lui a, pentru care graficul functiei f trece prin punctul a(a; a^2) si functia f este monoton descrescatoare."
Exersare Test 1 - 2024,1.0,"Fie a = 17 - 26 si b = (-1/3)^2. Completati casetele cu numere reale, care reprezinta valorile expresiilor: a = ?, b = ?, a·b = ?",a=-9; b=(-1)^2/3(^2)=1/9; a*b=-1,-9; 1/9; -1,1,Operatii cu numere reale,Mulțimi numerice,Mulțimi numerice,1 - bază,exersare,2024.0,"fie a = 17 - 26 si b = (-1/3)^2. completati casetele cu numere reale, care reprezinta valorile expresiilor: a = ?, b = ?, a·b = ?",a=-9; b=(-1)^2/3(^2)=1/9; a*b=-1,-9; 1/9; -1,129,28,32,11,7,11,0,0,0,0,0,0,"fie a = 17 - 26 si b = (-1/3)^2. completati casetele cu numere reale, care reprezinta valorile expresiilor: a = ?, b = ?, a·b = ?"
Exersare Test 1 - 2024,2.0,"In desenul alaturat este reprezentat un cerc cu centrul O de raza R. Coarda AB este de 8 cm si este situata la distanta de 3 cm de la punctul O. Fie K apartine (AB), astfel incat OK perpendicular AB. Scrieti in casete: a) AK = ? cm; b) R = ? cm",In triunghiul dreptunghic OKA: OA^2 = OK^2 + AK^2 => R^2 = 3^2 + 4^2 = 25 ⇒ R = 5. AK=AB/2=8/2=4cm,"4 cm, 5 cm",2,Geometrie - Cercul,Geometrie - Cercul,Geometrie,2 - mediu,exersare,2024.0,"in desenul alaturat este reprezentat un cerc cu centrul o de raza r. coarda ab este de 8 cm si este situata la distanta de 3 cm de la punctul o. fie k apartine (ab), astfel incat ok perpendicular ab. scrieti in casete: a) ak = ? cm; b) r = ? cm",in triunghiul dreptunghic oka: oa^2 = ok^2 + ak^2 => r^2 = 3^2 + 4^2 = 25 ⇒ r = 5. ak=ab/2=8/2=4cm,"4 cm, 5 cm",244,53,98,10,2,6,0,1,0,0,0,0,"in desenul alaturat este reprezentat un cerc cu centrul o de raza r. coarda ab este de 8 cm si este situata la distanta de 3 cm de la punctul o. fie k apartine (ab), astfel incat ok perpendicular ab. scrieti in casete: a) ak = ? cm; b) r = ? cm"
Exersare Test 1 - 2024,3.0,"In desenul alaturat este reprezentat graficul functiei f:R->R, f(x) = ax^2 + bx + c, a ≠ 0. Utilizand datele din desen, scrieti in caseta una dintre expresiile ""pozitiv"" sau ""negativ"", astfel incat propozitia obtinuta sa fie adevarata: Produsul zerourilor functiei f este un numar ... ?    Graficul reprezinta o parabola cu deschiderea in jos, ceea ce indica faptul ca coeficientul a este negativ. Parabola intersecteaza axa Ox in doua puncte distincte: x1=-1; x2=2","Deoarece x1 este negativ si x2 este pozitiv, produsul lor este negativ, astfel raspunsul este ,,negativ""",negativ,1,Functia de gradul II,Funcția de gradul II,Funcții,1 - bază,exersare,2024.0,"in desenul alaturat este reprezentat graficul functiei f:r->r, f(x) = ax^2 + bx + c, a = 0. utilizand datele din desen, scrieti in caseta una dintre expresiile ""pozitiv"" sau ""negativ"", astfel incat propozitia obtinuta sa fie adevarata: produsul zerourilor functiei f este un numar ... ? graficul reprezinta o parabola cu deschiderea in jos, ceea ce indica faptul ca coeficientul a este negativ. parabola intersecteaza axa ox in doua puncte distincte: x1=-1; x2=2","deoarece x1 este negativ si x2 este pozitiv, produsul lor este negativ, astfel raspunsul este ,,negativ""",negativ,465,74,104,7,6,11,0,0,0,0,1,0,"in desenul alaturat este reprezentat graficul functiei f:r->r, f(x) = ax^2 + bx + c, a = 0. utilizand datele din desen, scrieti in caseta una dintre expresiile ""pozitiv"" sau ""negativ"", astfel incat propozitia obtinuta sa fie adevarata: produsul zerourilor functiei f este un numar ... ? graficul reprezinta o parabola cu deschiderea in jos, ceea ce indica faptul ca coeficientul a este negativ. parabola intersecteaza axa ox in doua puncte distincte: x1=-1; x2=2"
