time_spent_seconds,hint_count,attempt_count,is_correct,mistake_count,exercise_difficulty_encoded,previous_mastery,consecutive_errors,help_level_requested,learner_state
117,1,1,0,3.8,3,0.7729174358391673,4,3,supraincarcare
140,2,3,1,1.7,4,0.98,1,3,autonomie_buna
121,0,3,1,3.8,1,0.805062287295026,4,2,supraincarcare
175,1,1,0,4.5,4,0.6727905462195666,5,3,supraincarcare
164,2,2,1,1.7,4,0.6500507602649793,1,3,supraincarcare
67,1,1,1,0.7,2,0.6785431606500376,1,1,progres
139,0,2,0,4.4,3,0.15906042948790547,2,2,blocaj
68,1,1,0,0.7,1,0.6587950513785867,1,1,progres
166,4,2,0,3.0999999999999996,4,0.18772745705778146,3,3,blocaj
146,1,4,1,4.5,3,0.36407871737886405,5,3,progres
95,2,1,0,2.0999999999999996,2,0.824886147197112,3,2,supraincarcare
49,1,1,0,0.0,1,0.7280857951402135,0,1,progres
126,2,3,1,1.7,4,0.98,1,3,autonomie_buna
96,2,2,0,2.8,2,0.49685174250977043,4,2,progres
129,2,1,1,2.7,4,0.26678199725247465,1,3,progres
132,0,1,1,4.1,3,0.46882012796658457,3,2,progres
181,3,2,0,4.8,4,0.5646424529590449,4,3,progres
170,1,1,1,5.7,4,0.5794663073025478,1,3,progres
107,1,1,1,4.1,1,0.7979893075865574,3,2,supraincarcare
135,1,5,0,1.4,2,0.46554089905231866,2,2,progres
74,0,1,0,1.0,2,0.629298926159049,0,0,progres
142,1,5,1,2.4,2,0.3310530509206194,2,2,progres
111,1,3,1,2.4,1,0.6178544850670813,2,2,supraincarcare
135,3,2,1,2.0,3,0.5949659175343911,0,3,progres
98,2,1,0,4.5,1,0.3657486073697328,5,3,progres
110,0,1,0,3.0999999999999996,3,0.5032863623488948,3,1,progres
105,1,1,1,1.0,3,0.42706792592511655,0,1,progres
159,3,1,1,4.5,4,0.4819589000235063,5,3,progres
172,1,2,0,5.5,3,0.8957115067623692,5,3,supraincarcare
64,0,1,1,0.0,2,0.48918100870429493,0,0,progres
144,2,3,1,2.0,4,0.5932302936396571,0,3,progres
120,1,3,0,1.4,2,0.09854182535100325,2,2,progres
99,0,1,1,3.0999999999999996,2,0.40231526968646975,3,1,progres
161,2,1,1,5.8,4,0.5263359899524339,4,3,progres
158,1,4,0,3.4,2,0.4384421265210612,2,3,progres
93,4,3,0,3.0999999999999996,1,0.7460128040793915,3,3,blocaj
119,3,2,0,1.0,2,0.5779697698892932,0,3,progres
180,2,5,0,3.0999999999999996,4,0.8673252267930753,3,3,supraincarcare
134,2,3,1,4.5,1,0.5652284175631731,5,3,progres
102,0,1,0,3.0999999999999996,2,0.5687217089910513,3,1,progres
96,2,3,1,1.4,1,0.5249954848447499,2,2,progres
104,0,1,1,1.7,3,0.5529247427513762,1,0,progres
128,1,1,1,4.5,2,0.9263908712674994,5,3,supraincarcare
92,4,3,0,0.0,2,0.05,0,3,blocaj
67,1,2,1,0.7,1,0.17925888827990924,1,1,progres
156,0,3,0,2.0,3,0.3822938524893056,0,1,progres
156,2,1,0,6.5,3,0.5988903245666175,5,3,progres
146,2,2,0,3.4,4,0.687093594099632,2,3,supraincarcare
90,0,1,1,3.5,2,0.7048657094966367,5,1,progres
120,0,2,1,3.0999999999999996,1,0.45212808464570825,3,2,progres
201,1,5,0,5.1,4,0.7906997595747979,3,3,supraincarcare
202,1,4,1,5.1,3,0.7702892187417864,3,3,supraincarcare
132,1,1,1,3.7,3,0.5212690379446141,1,3,progres
125,3,5,0,2.0999999999999996,1,0.8313437409988645,3,3,supraincarcare
113,2,1,1,3.8,2,0.5722718134141896,4,3,supraincarcare
180,1,1,1,4.5,4,0.42982904855401827,5,3,progres
157,1,3,1,5.1,4,0.6614228331329981,3,3,supraincarcare
134,0,3,0,3.5,2,0.520854820907811,5,2,progres
150,2,1,0,4.5,4,0.5420971726984218,5,3,progres
137,1,1,1,3.0999999999999996,4,0.8503093353988956,3,3,supraincarcare
100,1,2,0,1.4,2,0.05,2,1,progres
137,2,2,1,2.0,4,0.2366921779758073,0,3,progres
92,0,1,1,1.7,2,0.2295682372737254,1,0,progres
133,0,3,0,5.5,1,0.37510160947144366,5,2,blocaj
105,0,1,0,3.0,3,0.48889312989157424,0,0,progres
119,0,1,1,2.4,3,0.11917211610987852,2,1,progres
91,1,1,0,2.8,1,0.21234083676962448,4,1,blocaj
165,1,4,1,2.7,4,0.3793512311338847,1,2,progres
134,2,2,1,4.5,1,0.9374581646017391,5,3,supraincarcare
190,1,3,0,4.1,4,0.9668549162818046,3,3,supraincarcare
75,2,1,0,1.0,1,0.4767222965059203,0,2,progres
135,1,1,1,1.7,4,0.4293028190544161,1,2,progres
169,1,2,0,4.8,4,0.19668382848633592,4,3,blocaj
191,3,3,0,4.5,4,0.06321095242434761,5,3,blocaj
198,0,3,1,6.5,3,0.4892294697717041,5,2,progres
127,1,1,0,4.5,2,0.22224014138306283,5,3,blocaj
94,2,1,1,1.0,3,0.5773424477536035,0,2,progres
122,0,2,0,3.8,2,0.06364943062006659,4,2,blocaj
159,2,3,0,2.0,4,0.40073195060382805,0,3,progres
131,1,1,0,3.0,3,0.5395303166349319,0,2,progres
132,1,2,0,4.8,2,0.6241276353846661,4,3,supraincarcare
130,0,2,1,3.4,3,0.659712899506199,2,2,supraincarcare
165,0,3,0,3.0999999999999996,3,0.06331135188798354,3,2,blocaj
77,0,1,1,3.5,1,0.7166579373850782,5,1,progres
67,0,3,1,0.0,1,0.3911267038350481,0,0,progres
118,1,5,0,3.0999999999999996,1,0.6982625055815433,3,3,supraincarcare
112,0,3,1,4.5,1,0.5267643557585127,5,2,progres
113,0,2,1,1.4,2,0.20301146997960473,2,1,progres
137,0,1,1,3.0999999999999996,3,0.5055751002799086,3,2,progres
138,2,3,1,2.4,3,0.6174837537531562,2,3,supraincarcare
179,3,4,0,6.5,2,0.6066662717695721,5,3,blocaj
118,1,1,0,1.0,4,0.5341915879829282,0,2,progres
145,2,3,1,4.5,3,0.8690946245094922,5,3,supraincarcare
157,1,5,0,2.8,1,0.8145548393368289,4,2,supraincarcare
209,3,4,1,4.8,4,0.469764989990608,4,3,progres
143,1,3,1,2.4,3,0.762644957636204,2,2,supraincarcare
133,1,2,0,4.1,3,0.98,3,3,supraincarcare
134,3,2,1,3.4,3,0.98,2,3,supraincarcare
145,1,4,1,2.7,3,0.27261758008439874,1,2,progres
123,0,2,0,5.5,1,0.3480458813201464,5,2,blocaj
145,0,1,1,5.1,3,0.882755911445017,3,2,supraincarcare
162,2,1,0,5.8,4,0.22682042796957824,4,3,blocaj
67,1,2,1,0.0,2,0.2581584968663063,0,1,progres
178,0,3,0,3.8,3,0.397846632163956,4,2,progres
98,2,1,1,4.1,1,0.6942528055797995,3,3,supraincarcare
137,0,3,0,3.5,2,0.5045765873590013,5,2,progres
99,1,2,0,2.0,2,0.44366044455226233,0,1,progres
155,2,3,0,4.1,4,0.4480553827533498,3,3,progres
97,1,2,1,3.0999999999999996,1,0.4174187010511756,3,2,progres
100,0,1,0,3.0999999999999996,2,0.32882911065910053,3,1,progres
93,1,2,1,0.0,2,0.98,0,1,autonomie_buna
187,2,3,1,4.4,4,0.5083693884335693,2,3,supraincarcare
135,1,1,1,1.7,4,0.8604282857143787,1,2,autonomie_buna
131,1,3,1,4.1,1,0.4745113645218362,3,3,progres
83,0,1,0,0.7,1,0.49958932785579235,1,0,progres
159,2,2,1,3.4,4,0.3694149124082288,2,3,progres
111,0,2,0,3.0999999999999996,1,0.05,3,2,blocaj
136,4,2,0,1.0,4,0.19545259790623018,0,3,blocaj
88,0,1,0,3.8,2,0.05,4,1,blocaj
155,2,1,0,4.8,4,0.05,4,3,blocaj
86,0,3,1,0.0,2,0.26419168545902855,0,0,progres
99,1,3,1,0.0,2,0.8501795208692094,0,1,progres
150,0,3,0,4.5,3,0.5228879660799609,5,2,progres
105,0,4,1,0.7,1,0.9169034842609779,1,0,progres
191,1,3,1,6.5,3,0.647604379370567,5,3,supraincarcare
139,1,1,0,3.4,3,0.8072859871453824,2,3,supraincarcare
162,1,1,1,3.4,4,0.33499755883690074,2,3,progres
105,2,1,0,1.7,4,0.7263723769565901,1,2,supraincarcare
119,2,2,1,3.0999999999999996,3,0.7150372663872959,3,3,supraincarcare
120,2,2,0,0.0,2,0.4566038194904115,0,3,progres
133,2,3,1,2.4,2,0.6243104424191946,2,3,supraincarcare
89,2,1,1,1.4,2,0.6884978648548356,2,2,supraincarcare
141,1,2,0,2.0,4,0.3863336058317538,0,2,progres
96,2,1,0,2.4,2,0.3132748009285823,2,2,progres
96,2,3,0,4.1,1,0.12875616486085403,3,3,blocaj
101,0,1,1,3.8,2,0.5652678984398645,4,1,progres
65,1,2,0,0.0,1,0.6657666526187174,0,1,progres
101,0,1,0,5.5,1,0.2975464724590271,5,1,blocaj
94,1,2,0,3.5,1,0.5064907731081064,5,2,progres
189,1,2,0,3.8,4,0.5995826926369829,4,3,supraincarcare
188,1,4,0,6.5,3,0.705879740444797,5,3,supraincarcare
152,5,3,0,3.4,3,0.9546615782412841,2,3,supraincarcare
133,1,1,0,5.8,2,0.6923779416087629,4,3,blocaj
172,2,4,0,3.8,3,0.3136120479206148,4,3,blocaj
82,0,2,1,2.0999999999999996,1,0.98,3,0,autonomie_buna
160,2,1,0,3.7,4,0.35483742765076814,1,3,progres
127,0,1,0,3.0999999999999996,3,0.7174368044714341,3,2,supraincarcare
138,1,1,0,4.5,4,0.5957550237060961,5,3,progres
98,2,1,0,4.5,1,0.46450985837286857,5,3,progres
84,1,1,0,1.4,2,0.21159552948124535,2,1,progres
127,0,2,1,2.7,3,0.464330817084476,1,1,progres
129,2,2,0,3.8,2,0.11167548015931726,4,3,blocaj
80,1,1,1,0.0,2,0.8830762743409443,0,1,autonomie_buna
95,1,3,1,1.0,1,0.877973803648345,0,1,progres
98,2,1,0,2.0999999999999996,2,0.3593752932088485,3,2,progres
101,2,1,1,4.5,1,0.6019255883327005,5,3,supraincarcare
78,0,3,0,0.7,2,0.3973996981294604,1,0,progres
144,1,1,0,4.4,3,0.4238366004834349,2,3,progres
133,2,1,0,3.7,3,0.7304917488545115,1,3,supraincarcare
113,2,1,1,3.4,3,0.589761082750734,2,3,progres
96,1,1,1,2.0,2,0.98,0,1,autonomie_buna
169,2,2,0,4.1,4,0.37144151330516795,3,3,progres
112,2,2,1,3.0999999999999996,1,0.8105325953199022,3,3,supraincarcare
86,2,1,1,0.7,2,0.5336899492143524,1,2,progres
75,1,1,1,1.7,1,0.7098921293991243,1,1,progres
156,0,3,0,4.8,2,0.42714132979210073,4,2,progres
122,1,1,0,1.7,4,0.513756562854981,1,2,progres
111,0,3,1,1.0,2,0.4662596850252374,0,1,progres
145,3,3,1,2.0,4,0.3432863312245383,0,3,progres
167,1,4,1,4.5,2,0.7216311820991669,5,3,supraincarcare
119,0,3,0,2.4,3,0.6928975236428412,2,1,progres
92,0,1,1,1.0,2,0.7007623180195013,0,0,progres
138,1,1,0,6.5,2,0.7682891639640879,5,3,blocaj
150,2,1,1,3.0,4,0.98,0,3,autonomie_buna
147,3,3,1,2.4,4,0.44717769321944884,2,3,progres
122,0,5,0,0.0,2,0.5477292180344835,0,1,progres
207,3,6,0,3.8,4,0.4254728000802452,4,3,progres
128,0,2,1,3.8,2,0.5858335603063495,4,2,progres
150,0,3,0,4.8,3,0.3956855606970807,4,2,progres
145,3,2,1,1.7,4,0.98,1,3,autonomie_buna
67,2,1,1,1.7,2,0.5959859055672587,1,2,supraincarcare
161,0,3,0,5.5,3,0.5288626643317206,5,2,progres
82,0,1,1,2.8,2,0.98,4,0,autonomie_buna
76,1,2,0,0.0,1,0.0739338492198715,0,1,progres
133,1,4,0,3.8,1,0.05,4,3,blocaj
138,2,2,1,4.8,2,0.7208576371293878,4,3,supraincarcare
181,2,3,1,3.0999999999999996,4,0.6284348740638929,3,3,progres
120,1,5,1,2.0999999999999996,1,0.6212094890090145,3,2,supraincarcare
126,1,4,1,1.0,2,0.3439609643586662,0,2,progres
125,2,3,1,1.0,3,0.5560586391306803,0,3,progres
63,2,1,0,1.0,1,0.9538481336038502,0,2,supraincarcare
138,1,2,1,2.0,3,0.7079836389465615,0,2,supraincarcare
132,1,1,1,3.5,2,0.5897997305511365,5,3,progres
146,1,2,1,3.0999999999999996,4,0.3717552351381263,3,3,progres
159,1,1,0,5.8,3,0.4441943791199083,4,3,progres
111,1,1,1,1.7,3,0.06346455101400542,1,2,progres
103,0,1,0,4.5,1,0.61627248281941,5,1,progres
116,3,3,0,1.7,2,0.813679012682066,1,3,supraincarcare
150,1,1,0,4.5,4,0.10555640755883187,5,3,blocaj
21,0,1,1,1.0,1,0.3275819202074459,0,0,progres
147,4,1,0,2.0,4,0.15880147491356872,0,3,blocaj
76,0,2,0,0.0,2,0.34811425161690857,0,0,progres
136,1,1,1,4.8,3,0.5654857482879659,4,3,progres
173,0,5,1,3.7,3,0.15640974679503902,1,2,progres
89,1,2,1,1.4,2,0.723542588373409,2,1,progres
89,1,1,0,1.4,2,0.7530527343365189,2,1,progres
128,4,1,1,3.8,3,0.48607210694577885,4,3,progres
70,1,1,0,2.4,1,0.09396484146203513,2,1,progres
126,0,3,1,1.0,3,0.29495097723158265,0,1,progres
90,2,2,1,2.4,1,0.8599701978743427,2,2,supraincarcare
129,0,1,1,2.7,3,0.05,1,1,progres
144,2,2,0,5.8,3,0.41562511307900474,4,3,progres
107,3,3,0,3.8,1,0.214129296761798,4,3,blocaj
127,2,1,1,1.0,4,0.9029072110932395,0,3,autonomie_buna
123,1,1,0,5.8,2,0.2852108556758,4,3,blocaj
120,2,2,1,1.0,4,0.701380354571573,0,3,supraincarcare
104,1,4,0,2.0999999999999996,1,0.6081636556443386,3,1,progres
79,2,2,1,1.4,1,0.9060979552695501,2,2,supraincarcare
114,3,4,1,0.7,2,0.4994837307213331,1,3,progres
90,1,3,1,1.4,1,0.6178992058798668,2,1,progres
67,1,1,0,0.7,2,0.19660245914959518,1,1,progres
150,1,2,0,3.8,3,0.8172380926773527,4,3,supraincarcare
127,0,2,0,4.5,1,0.3615444351110856,5,2,progres
116,1,1,0,4.8,3,0.41227509734858664,4,3,progres
72,1,2,1,2.4,1,0.5562424879471886,2,1,progres
132,0,3,0,4.1,1,0.07946396872637865,3,2,blocaj
133,0,1,1,2.4,3,0.5960886799116074,2,1,progres
121,2,1,0,3.8,4,0.7370210181891188,4,3,supraincarcare
119,0,3,0,3.0999999999999996,1,0.566220624499003,3,2,supraincarcare
138,0,2,1,3.4,2,0.23099062286762867,2,2,progres
164,2,2,0,5.4,4,0.5910737328811555,2,3,progres
151,1,1,0,2.4,4,0.7558292384584446,2,2,supraincarcare
161,2,2,0,6.1,3,0.05011111476195299,3,3,blocaj
104,0,1,0,2.8,2,0.1878903392506643,4,0,blocaj
88,2,1,1,2.4,2,0.7313628439306248,2,2,supraincarcare
151,1,1,0,4.8,3,0.6517018459420962,4,3,supraincarcare
139,3,1,0,3.8,3,0.5493742773869492,4,3,supraincarcare
107,0,1,1,1.4,2,0.98,2,0,autonomie_buna
117,0,1,0,4.5,1,0.6824462480611353,5,2,supraincarcare
105,0,3,0,2.7,1,0.6492041470079194,1,0,progres
203,1,2,0,4.5,4,0.98,5,3,supraincarcare
108,1,2,0,0.7,2,0.5180425680507197,1,1,progres
122,1,2,0,3.0999999999999996,2,0.31629249479343147,3,3,progres
80,0,2,1,0.7,2,0.6475943320200865,1,0,progres
124,3,1,0,3.4,4,0.6218802157454961,2,3,supraincarcare
87,1,4,0,1.4,1,0.4507665608071756,2,1,progres
93,0,2,0,3.8,1,0.2496642031335841,4,1,blocaj
113,1,3,1,0.0,2,0.98,0,2,supraincarcare
125,1,2,1,3.5,2,0.6248092564550889,5,3,supraincarcare
175,2,2,0,8.0,3,0.40045206698844626,5,3,progres
102,0,1,0,3.0999999999999996,2,0.7044620629448716,3,1,progres
134,2,3,1,4.1,2,0.5247579953019775,3,3,progres
176,2,1,0,5.8,4,0.46250675194119695,4,3,progres
71,0,1,1,2.7,1,0.7149615819606705,1,0,progres
145,1,2,0,3.8,3,0.19311542722828587,4,3,blocaj
121,1,1,1,2.7,3,0.6547940388665727,1,2,supraincarcare
102,0,2,1,2.8,2,0.98,4,0,autonomie_buna
155,2,1,0,2.7,4,0.6393599870913944,1,3,supraincarcare
97,1,1,0,2.8,2,0.4452730430792039,4,1,progres
135,5,1,0,3.8,4,0.42429272965548914,4,3,progres
124,1,3,0,1.7,2,0.39563574955054787,1,2,progres
142,0,1,0,5.1,3,0.4331848859956479,3,2,progres
149,1,1,1,5.4,3,0.49172668315190465,2,3,progres
111,1,1,1,1.7,4,0.8157829117994516,1,2,autonomie_buna
133,1,1,0,5.1,2,0.05,3,3,blocaj
144,1,1,1,4.5,2,0.7355712160064711,5,3,supraincarcare
69,0,1,1,3.0,1,0.44997986035912996,0,0,progres
134,1,2,0,4.5,2,0.6683546071648245,5,3,supraincarcare
166,3,2,0,5.5,4,0.20448111195586982,5,3,blocaj
130,0,2,1,3.0999999999999996,1,0.8103600875399881,3,2,supraincarcare
164,1,1,0,4.1,4,0.8629050116275352,3,3,supraincarcare
118,1,1,1,2.4,3,0.9102615710585675,2,2,autonomie_buna
62,1,2,0,1.0,1,0.16031461182246545,0,1,progres
116,1,3,0,3.0999999999999996,2,0.742497301420933,3,3,supraincarcare
161,1,3,1,3.8,3,0.61046504769645,4,3,supraincarcare
121,1,5,0,1.7,2,0.16718281391882844,1,2,progres
89,0,2,0,3.8,1,0.619435162022921,4,1,progres
153,1,3,1,3.8,3,0.6351684431253893,4,3,supraincarcare
142,1,2,0,3.8,3,0.6636350207005354,4,3,supraincarcare
73,1,1,0,1.4,1,0.5923955497405732,2,1,progres
103,0,2,1,2.4,2,0.6490405222195953,2,0,progres
80,0,1,1,1.4,1,0.9661303272575433,2,0,autonomie_buna
147,0,2,1,5.5,3,0.7984934614027095,5,2,supraincarcare
165,0,2,0,5.5,3,0.05,5,2,blocaj
117,2,1,1,2.4,3,0.4195079463160952,2,3,progres
161,2,1,0,4.5,4,0.5534076475767024,5,3,progres
176,2,2,0,4.1,4,0.05,3,3,blocaj
113,1,2,1,3.4,2,0.5608896004680923,2,3,progres
69,2,2,0,1.0,1,0.760773395003618,0,2,supraincarcare
123,1,2,0,4.1,3,0.16870500441269645,3,3,blocaj
127,2,2,0,3.0999999999999996,4,0.6759148808559701,3,3,supraincarcare
183,1,2,0,6.5,4,0.2902971499481726,5,3,blocaj
93,1,2,0,2.8,1,0.44823224678159534,4,1,progres
63,0,2,1,1.0,1,0.9370670681758716,0,0,autonomie_buna
65,2,1,1,2.0999999999999996,1,0.388595033247332,3,2,progres
147,2,4,1,3.8,1,0.6652816503355827,4,3,supraincarcare
135,1,1,0,3.4,3,0.1669447140737568,2,3,progres
109,1,1,0,3.4,3,0.9277293161029287,2,2,supraincarcare
149,3,3,0,5.8,2,0.5594266828856729,4,3,blocaj
110,3,2,0,2.0999999999999996,2,0.46459612877459705,3,3,progres
149,1,1,0,4.8,4,0.7429500438232386,4,3,supraincarcare
99,2,2,1,2.4,2,0.22084149366934108,2,2,progres
153,1,2,1,3.7,4,0.9314084553300952,1,3,autonomie_buna
177,1,3,0,3.0999999999999996,4,0.4820691334796905,3,3,progres
174,2,2,0,7.5,2,0.4493295248282968,5,3,blocaj
67,3,1,0,2.0999999999999996,1,0.4037371021222971,3,3,progres
164,4,2,1,3.8,4,0.4689871247650176,4,3,progres
170,1,6,1,2.0,3,0.6516787059333823,0,2,supraincarcare
95,0,1,0,3.5,2,0.6529283173340381,5,1,progres
114,1,1,0,2.7,3,0.624772607704479,1,2,supraincarcare
130,1,1,1,5.5,3,0.5438829422384501,5,3,progres
146,2,1,0,2.4,4,0.7279214473050957,2,3,supraincarcare
126,2,1,0,3.5,2,0.48574352066631776,5,3,progres
181,1,2,0,6.5,4,0.98,5,3,supraincarcare
149,1,1,0,4.8,4,0.06311870272032344,4,3,blocaj
102,2,1,1,3.5,1,0.7980141614171223,5,3,supraincarcare
100,0,1,1,3.0999999999999996,1,0.9047154719998599,3,1,progres
154,0,2,1,6.5,3,0.3814186423378486,5,2,progres
82,0,2,1,1.7,1,0.98,1,0,autonomie_buna
92,2,1,1,2.0,2,0.7719596147471997,0,2,supraincarcare
94,0,1,0,3.0999999999999996,2,0.7523813221405011,3,1,progres
181,2,1,1,6.8,4,0.5868313463647102,4,3,progres
172,4,3,0,4.8,4,0.5125843665701301,4,3,progres
69,0,1,1,2.0999999999999996,1,0.4971316580077645,3,0,progres
148,2,1,1,4.1,4,0.5793564489286377,3,3,supraincarcare
70,1,2,1,2.0999999999999996,1,0.98,3,1,autonomie_buna
111,0,1,1,4.5,3,0.6074901803950876,5,2,progres
233,1,5,0,6.5,4,0.22523192094388203,5,3,blocaj
158,1,5,1,1.0,4,0.8985440630898176,0,2,autonomie_buna
111,1,1,1,3.0999999999999996,1,0.7624056641695194,3,3,supraincarcare
210,1,3,0,5.4,4,0.704561049822316,2,3,supraincarcare
108,2,2,1,4.8,1,0.7493655824852896,4,3,supraincarcare
172,1,2,0,4.1,3,0.5171440761774942,3,3,progres
139,1,1,0,5.5,2,0.2573693623965063,5,3,blocaj
113,1,3,1,2.4,2,0.3514540431172286,2,2,progres
52,0,1,0,2.8,1,0.16954465150865244,4,0,blocaj
185,4,5,1,2.0,4,0.5727766617055484,0,3,supraincarcare
118,0,1,0,4.5,2,0.5614801412499126,5,2,progres
162,0,4,0,3.0,3,0.449848338348571,0,1,progres
114,0,1,0,4.4,2,0.05,2,2,blocaj
106,0,2,0,3.5,2,0.22492708940209377,5,1,blocaj
148,2,1,0,4.5,4,0.7841218062299451,5,3,supraincarcare
89,1,2,0,1.4,1,0.4278557336714578,2,1,progres
154,0,3,1,4.4,3,0.639952460304896,2,2,supraincarcare
106,1,1,1,2.0,3,0.21839714563431098,0,1,progres
147,1,5,0,4.5,2,0.9168391660677992,5,3,supraincarcare
86,2,2,1,0.0,2,0.5467614266149269,0,2,progres
51,2,1,0,1.0,1,0.5964268899659111,0,2,supraincarcare
200,4,4,1,4.4,4,0.98,2,3,supraincarcare
110,2,1,1,1.0,4,0.9703600361267475,0,2,autonomie_buna
75,1,3,1,0.0,1,0.481398192801442,0,1,progres
113,0,2,0,2.0999999999999996,1,0.4023226059462764,3,1,progres
113,0,3,0,3.8,1,0.5084325770265027,4,2,progres
56,1,1,0,0.7,1,0.6429902804435126,1,1,progres
196,1,2,1,6.8,4,0.5571900151432502,4,3,progres
152,1,3,1,4.1,4,0.48682469380279764,3,3,progres
77,1,1,1,0.7,1,0.9777699092594625,1,1,autonomie_buna
140,0,1,0,3.8,3,0.5980625274671281,4,2,progres
102,1,1,0,4.1,1,0.9501906140110614,3,2,supraincarcare
80,3,1,1,4.8,2,0.5136028005832076,4,3,progres
107,1,1,1,2.0,3,0.98,0,1,autonomie_buna
92,0,1,1,1.7,3,0.5426339553648396,1,0,progres
161,1,2,1,2.7,4,0.9415239991681041,1,2,autonomie_buna
115,0,3,1,2.4,1,0.39465572372715535,2,1,progres
128,1,3,0,4.5,1,0.3050935680385599,5,3,progres
116,0,1,0,5.8,2,0.5131967300042024,4,2,blocaj
123,1,2,1,2.0999999999999996,2,0.8221181663217688,3,2,autonomie_buna
158,1,2,0,4.1,4,0.5741717485482436,3,3,progres
175,1,1,0,4.5,4,0.11391689944189633,5,3,blocaj
112,0,2,1,2.4,2,0.27082672064418606,2,1,progres
132,1,1,1,1.7,4,0.22383702546088402,1,2,progres
87,2,1,1,2.0,2,0.14210856954485243,0,2,progres
136,1,2,0,1.7,3,0.594460617752823,1,2,progres
113,1,2,1,2.0999999999999996,2,0.9424501159608893,3,2,autonomie_buna
108,0,2,0,2.4,1,0.5928806417583603,2,0,progres
145,2,1,1,3.4,4,0.05,2,3,progres
104,0,4,1,1.4,1,0.5068403202199622,2,0,progres
97,0,1,0,3.5,1,0.48877113543957007,5,1,progres
119,0,2,0,3.5,1,0.98,5,2,supraincarcare
85,0,1,0,0.0,2,0.19829807174689237,0,0,progres
78,1,2,0,1.0,1,0.4470870582081563,0,1,progres
51,1,2,1,0.7,1,0.98,1,1,autonomie_buna
155,0,1,0,5.5,3,0.660729672857329,5,2,supraincarcare
115,3,1,0,2.4,4,0.6740470748629966,2,3,supraincarcare
110,0,1,0,5.5,1,0.49546064037600207,5,1,blocaj
116,3,3,0,2.0999999999999996,2,0.6183077152187615,3,3,supraincarcare
116,1,2,1,3.0999999999999996,3,0.6978839899888993,3,3,supraincarcare
140,1,1,1,2.7,4,0.3795643257338904,1,2,progres
160,2,1,1,4.4,3,0.7064855296241705,2,3,supraincarcare
125,2,1,0,2.0,4,0.27070564891635557,0,3,progres
179,0,5,0,3.0999999999999996,3,0.6108223465043447,3,2,supraincarcare
132,0,3,0,0.7,2,0.5975037883109734,1,1,progres
94,4,2,0,1.7,1,0.3232164807955467,1,3,blocaj
143,3,2,0,3.0,4,0.6090710588037793,0,3,progres
171,3,2,1,4.8,4,0.4283045144760895,4,3,progres
129,0,3,0,4.5,1,0.21715446621320716,5,2,blocaj
132,2,1,1,2.4,3,0.4445099240505801,2,3,progres
100,2,1,0,3.0999999999999996,1,0.23921790641545468,3,3,blocaj
150,0,5,0,4.5,3,0.6102072212840137,5,2,supraincarcare
163,3,3,0,4.1,4,0.1359619854494221,3,3,blocaj
75,1,1,0,2.0999999999999996,1,0.6988314161675782,3,1,progres
86,2,2,1,1.4,2,0.2977341968303882,2,2,progres
53,3,2,1,3.0999999999999996,1,0.39267489066607125,3,3,progres
